,id,stationName,x,y,geometry
1209,SN69730,Skogn,11.19145,63.68963,POINT (11.19145 63.68963)
1210,SN496228008,Hamang-Bærum-8,10.5218,59.904,POINT (10.5218 59.904)
1211,SN263100,Lund,13.229,55.693,POINT (13.229 55.693)
1212,SN99310,E6 Ferdesmyra,29.296961,69.746387,POINT (29.296961 69.746387)
1213,SN59825,Fv61 Leikongeidet,5.74692,62.23967,POINT (5.74692 62.23967)
1214,SN11440,Fv33 Feiring,11.147,60.58783,POINT (11.147 60.58783)
1215,SN64320,Kristiansund EV,7.7303,63.1258,POINT (7.7303 63.1258)
1216,SN98978,Boazoaivi,28.9648,70.3357,POINT (28.9648 70.3357)
1217,SN1233000,,16.8347222222,52.4166666667,POINT (16.8347222222 52.4166666667)
1218,SN38140,Landvik,8.5225,58.34,POINT (8.5225 58.34)
1219,SN31851,Sauland,8.809887,59.619022,POINT (8.809887 59.619022)
1221,SN50351,Samnanger,5.8942,60.4629,POINT (5.8942 60.4629)
1222,SN15262,Juvflye,8.3685,61.674,POINT (8.3685 61.674)
1223,SN17810,Tangenåsen,10.6622,59.8553,POINT (10.6622 59.8553)
1224,SN250010,Ed D,11.7723,58.9102,POINT (11.7723 58.9102)
1225,SN58165,E39 Klakegg,6.5288,61.6093,POINT (6.5288 61.6093)
1226,SN1447400,,18.27,42.5627777777778,POINT (18.27 42.5627777777778)
1227,SN50360,Fv49 Gullbotn,5.65017,60.39817,POINT (5.65017 60.39817)
1228,SN3339300,,23.965,49.8075,POINT (23.965 49.8075)
1229,SN94645,E69 Skarsvågrevva,25.83249,71.035052,POINT (25.83249 71.035052)
1230,SN26450,Fv287 Haglebu,9.186,60.36667,POINT (9.186 60.36667)
1231,SN17550,E6 Sonsveien,10.72517,59.51767,POINT (10.72517 59.51767)
1232,SN746000,,3.14944444444444,45.7869444444444,POINT (3.14944444444444 45.7869444444444)
1233,SN1178200,,18.1127777777778,49.6919444444444,POINT (18.1127777777778 49.6919444444444)
1234,SN231600,Särna,13.1833333333333,61.7,POINT (13.1833333333333 61.7)
1235,SN259000,Visby,18.35,57.6666666666667,POINT (18.35 57.6666666666667)
1236,SN86310,Osan ,14.1777,68.327,POINT (14.1777 68.327)
1237,SN50539,Bergen (UiB),5.332,60.3837,POINT (5.332 60.3837)
1238,SN69380,Meråker,11.7279,63.41129,POINT (11.7279 63.41129)
1239,SN39450,Rv9 Dalehefte,7.8125,58.3085,POINT (7.8125 58.3085)
1240,SN60875,Brusdalen,6.4797,62.4848,POINT (6.4797 62.4848)
1242,SN15890,Grotli,7.6637358,62.0164692,POINT (7.6637358 62.0164692)
1243,SN1401500,,14.5122222222222,46.0655555555556,POINT (14.5122222222222 46.0655555555556)
1244,SN4460,Hakadal,10.829,60.1173,POINT (10.829 60.1173)
1245,SN3060,Rv110 Skåra,10.8996461,59.2435203,POINT (10.8996461 59.2435203)
1246,SN25140,Rv52 Storeskar,8.3454396,60.8808729,POINT (8.3454396 60.8808729)
1247,SN66150,Orkanger,9.8495,63.3153,POINT (9.8495 63.3153)
1248,SN180,Trysil Mosanden,12.2758327,61.2955653,POINT (12.2758327 61.2955653)
1249,SN298700,,25.5986111111111,59.9852777777778,POINT (25.5986111111111 59.9852777777778)
1250,SN78370,Bjerka (Valla),13.8067,66.1415,POINT (13.8067 66.1415)
1251,SN91020,Breivikeidet,19.5103,69.6367,POINT (19.5103 69.6367)
1252,SN61090,Tresfjorden ,7.1307,62.5247,POINT (7.1307 62.5247)
1253,SN93200,Kvenvikmoen,23.0896,69.9218,POINT (23.0896 69.9218)
1255,SN92895,E6 Langfjordbotn,22.25733,70.03983,POINT (22.25733 70.03983)
1256,SN226100,Lycksele,18.7169444444444,64.5494444444444,POINT (18.7169444444444 64.5494444444444)
1257,SN20932,Vestfjorden,15.4733,68.2252,POINT (15.4733 68.2252)
1258,SN31250,Strengen,8.3755,59.9958,POINT (8.3755 59.9958)
1260,SN58560,Stryn,6.7183,61.9037,POINT (6.7183 61.9037)
1261,SN18420,Disen,10.7903,59.946,POINT (10.7903 59.946)
1262,SN11790,Fv33 Vardalsåsen,10.39983,60.791,POINT (10.39983 60.791)
1263,SN39100,Oksøy fyr,8.0532,58.0732,POINT (8.0532 58.0732)
1264,SN2640600,,21.0205555555556,56.4752777777778,POINT (21.0205555555556 56.4752777777778)
1265,SN90760,Fakken,20.11451,70.10426,POINT (20.11451 70.10426)
1266,SN4110,Haneborg ,10.9762,59.946,POINT (10.9762 59.946)
1267,SN226190,Rusksele D,18.8886,64.8166,POINT (18.8886 64.8166)
1268,SN55770,Njøs,6.8608,61.1792,POINT (6.8608 61.1792)
1269,SN3334500,,30.5355555555556,50.3916666666667,POINT (30.5355555555556 50.3916666666667)
1270,SN76450,Vega,11.8562,65.7017,POINT (11.8562 65.7017)
1271,SN30810,Tinnosdammen,9.02453,59.723778,POINT (9.02453 59.723778)
1272,SN68420,Aunet,11.5669,63.0556,POINT (11.5669 63.0556)
1273,SN1257000,,20.6922222222222,50.8102777777778,POINT (20.6922222222222 50.8102777777778)
1274,SN80200,Lurøy,13.1848,66.3892,POINT (13.1848 66.3892)
1275,SN741200,,-0.315833333333333,45.665,POINT (-0.315833333333333 45.665)
1276,SN33430,E134 Grønliheia,8.1075,59.5315,POINT (8.1075 59.5315)
1278,SN58533,Rake,6.786,61.8723,POINT (6.786 61.8723)
1279,SN54110,Lærdal,7.5025,61.1033,POINT (7.5025 61.1033)
1280,SN81420,Fv813 Beiarfjellet,14.89817,67.00417,POINT (14.89817 67.00417)
1281,SN87315,Rv85 Langvassbukt,15.75933,68.61783,POINT (15.75933 68.61783)
1282,SN19461,Brunkollen ,10.5472,59.9682,POINT (10.5472 59.9682)
1283,SN66760,Maurhaugen ,9.8203,62.6597,POINT (9.8203 62.6597)
1284,SN46430,Røldalsfjellet,6.733,59.8315,POINT (6.733 59.8315)
1285,SN75140,Hofles,11.6124,64.8274,POINT (11.6124 64.8274)
1286,SN39800,Rv9 Longerak,7.84817,58.74667,POINT (7.84817 58.74667)
1287,SN212400,Arjeplog,17.8397222222222,66.0513888888889,POINT (17.8397222222222 66.0513888888889)
1288,SN19470,Muren,10.5357,59.9603,POINT (10.5357 59.9603)
1289,SN98090,Berlevåg,29.0423967,70.8731483,POINT (29.0423967 70.8731483)
1290,SN47498,Etne ,5.9538,59.6625,POINT (5.9538 59.6625)
1291,SN330200,,-4.53638888888889,53.2525,POINT (-4.53638888888889 53.2525)
1292,SN225490,Ytterrissjö D,17.777,64.0302,POINT (17.777 64.0302)
1293,SN659000,,6.2329,49.6326,POINT (6.2329 49.6326)
1294,SN55725,Rv5 Tylden,7.0245,61.25017,POINT (7.0245 61.25017)
1295,SN1520000,,21.3536111111111,46.1336111111111,POINT (21.3536111111111 46.1336111111111)
1296,SN66850,Kvikne,10.271,62.5962,POINT (10.271 62.5962)
1297,SN94232,Søre Veggenes,23.24906,70.54774,POINT (23.24906 70.54774)
1298,SN90491,Stor-Kjølen,18.7875,69.7333,POINT (18.7875 69.7333)
1299,SN52540,Fedje KV,4.6978,60.78,POINT (4.6978 60.78)
1300,SN5680,Rv2 Føttaskjæret,12.0435,60.37183,POINT (12.0435 60.37183)
1301,SN61790,Fv64 Isfjorden,7.783,62.571,POINT (7.783 62.571)
1302,SN93900,Šihččajávri,23.5395347,68.7559654,POINT (23.5395347 68.7559654)
1303,SN293900,,30.9752777777778,62.7697222222222,POINT (30.9752777777778 62.7697222222222)
1304,SN58910,Rv15 Markane,6.5835,61.912,POINT (6.5835 61.912)
1305,SN76961,Sleipner B ,1.7178,58.4178,POINT (1.7178 58.4178)
1306,SN47480,E134 Vats,5.7025,59.5698,POINT (5.7025 59.5698)
1307,SN56290,E39 Torvund IoT,5.67443,61.14778,POINT (5.67443 61.14778)
1308,SN20950,Gullfaks A,2.1892,61.1762,POINT (2.1892 61.1762)
1309,SN12050,E6 Vikselv,11.29967,60.6215,POINT (11.29967 60.6215)
1310,SN43030,Heskestad,6.3633,58.4733,POINT (6.3633 58.4733)
1311,SN82210,Rv80 Bertnes,14.59317,67.28783,POINT (14.59317 67.28783)
1312,SN20959,Edvard Grieg,2.2486,58.8442,POINT (2.2486 58.8442)
1313,SN91460,E8 Gárdeborri,20.75033,69.18183,POINT (20.75033 69.18183)
1314,SN33950,Haukeliseter,7.2143,59.8118,POINT (7.2143 59.8118)
1315,SN27320,E18 Undrumsdal,10.3771,59.37405,POINT (10.3771 59.37405)
1316,SN19945,Lier - Sjåstad,10.2177,59.8628,POINT (10.2177 59.8628)
1317,SN267900,Hoburg,18.1505555555556,56.9211111111111,POINT (18.1505555555556 56.9211111111111)
1318,SN27015,Jarlsbergveien ,10.1458,59.7192,POINT (10.1458 59.7192)
1319,SN5330,Fv24 Storsjøen,11.58983,60.35817,POINT (11.58983 60.35817)
1320,SN42940,Sinnes,6.9097,58.923,POINT (6.9097 58.923)
1321,SN91675,E6 Djupvik,20.506,69.7537,POINT (20.506 69.7537)
1322,SN228280,Kalvträsk D,19.8082,64.6703,POINT (19.8082 64.6703)
1323,SN7950,Rena flyplass,11.3747,61.1847,POINT (11.3747 61.1847)
1324,SN1230,Halden,11.388,59.1223,POINT (11.388 59.1223)
1325,SN57340,Kvamsfjellet,6.096,61.4573,POINT (6.096 61.4573)
1326,SN69640,E6 Ronglan,11.1028,63.6622,POINT (11.1028 63.6622)
1327,SN225400,Åsele,17.3188888888889,64.1661111111111,POINT (17.3188888888889 64.1661111111111)
1328,SN764500,,4.40638888888889,43.8569444444444,POINT (4.40638888888889 43.8569444444444)
1329,SN1165900,,15.7625,49.5827777777778,POINT (15.7625 49.5827777777778)
1330,SN91729,Trolltinden,20.431,70.075,POINT (20.431 70.075)
1331,SN90670,Dåfjord,19.3884,69.9983,POINT (19.3884 69.9983)
1332,SN9870,Blanktjernmoen,10.428,62.4343,POINT (10.428 62.4343)
1333,SN20962,Tambar,2.9588,56.9828,POINT (2.9588 56.9828)
1334,SN232150,Ulvsjö,14.1847,61.6022,POINT (14.1847 61.6022)
1335,SN85640,E10 Kåkern bru,13.18033,68.0185,POINT (13.18033 68.0185)
1336,SN1011300,,7.15194444444444,53.7122222222222,POINT (7.15194444444444 53.7122222222222)
1337,SN76937,Troll C,3.6097,60.8858,POINT (3.6097 60.8858)
1339,SN2240800,,31.15,65.2166666666667,POINT (31.15 65.2166666666667)
1340,SN20926,Hjelmsøybanken,20.15,72.49,POINT (20.15 72.49)
1341,SN77350,Fv76 Tosenfjellet,13.14267,65.3125,POINT (13.14267 65.3125)
1342,SN69661,E39 Kvivsveien,6.4187,62.0385,POINT (6.4187 62.0385)
1343,SN32060,Gvarv,9.2128,59.3822,POINT (9.2128 59.3822)
1344,SN62295,Hindalsrøra,7.2088,62.756,POINT (7.2088 62.756)
1345,SN2200400,,30.2088888889,69.4102777778,POINT (30.2088888889 69.4102777778)
1346,SN50865,Gullfjellet,5.542,60.3828,POINT (5.542 60.3828)
1347,SN820200,,-5.49833333333333,40.9594444444444,POINT (-5.49833333333333 40.9594444444444)
1348,SN34680,Fv38 Bostrak,8.887,59.10617,POINT (8.887 59.10617)
1349,SN207280,Vittangi,21.6335,67.6943,POINT (21.6335 67.6943)
1350,SN43490,E39 Ualand,6.3041,58.5385,POINT (6.3041 58.5385)
1351,SN55701,Storehaugfjellet,7.119,61.173,POINT (7.119 61.173)
1352,SN84070,Bjørkåsen,16.7883,68.33,POINT (16.7883 68.33)
1353,SN19930,Glitre,10.0563,59.86835,POINT (10.0563 59.86835)
1354,SN240700,Malung,13.7072222222222,60.6763888888889,POINT (13.7072222222222 60.6763888888889)
1355,SN64242,Rv70 Frei,7.79783,63.08567,POINT (7.79783 63.08567)
1356,SN88690,Hekkingen fyr,17.83117,69.6005,POINT (17.83117 69.6005)
1357,SN52471,Hjeltefjorden B,4.90383,60.61617,POINT (4.90383 60.61617)
1358,SN49860,Rv7 Dyranut,7.4945,60.36933,POINT (7.4945 60.36933)
1359,SN751000,,-0.691388888888889,44.8305555555556,POINT (-0.691388888888889 44.8305555555556)
1360,SN71285,Leksvik,10.620509,63.685824,POINT (10.620509 63.685824)
1361,SN99340,Øvre Neiden,29.2320971,69.7013414,POINT (29.2320971 69.7013414)
1362,SN236600,Härnösand,17.4494444444444,62.5227777777778,POINT (17.4494444444444 62.5227777777778)
1363,SN82410,Helligvær,13.8958,67.4048,POINT (13.8958 67.4048)
1364,SN70980,E6 Kvam,11.7635,64.1492,POINT (11.7635 64.1492)
1365,SN83280,Fv835 Engeløybrua,15.18267,67.90283,POINT (15.18267 67.90283)
1366,SN76928,Heidrun,7.3156,65.32285,POINT (7.3156 65.32285)
1367,SN6840,Rv3 Rena,11.36333,61.1215,POINT (11.36333 61.1215)
1368,SN1512000,,23.5713888888889,46.7777777777778,POINT (23.5713888888889 46.7777777777778)
1369,SN210,Trysilfjellet ,12.1887,61.3188,POINT (12.1887 61.3188)
1370,SN62950,E39 Gjemnessundbrua,7.77933,62.97117,POINT (7.77933 62.97117)
1371,SN66530,Meldal,9.716463,63.026787,POINT (9.716463 63.026787)
1372,SN56320,Lavik,5.5413,61.1124,POINT (5.5413 61.1124)
1373,SN88430,Fv7862 Kaperskaret,17.2905,69.29717,POINT (17.2905 69.29717)
1374,SN65130,Tustna,8.0403,63.2058,POINT (8.0403 63.2058)
1375,SN1225000,,18.5952777777778,53.0422222222222,POINT (18.5952777777778 53.0422222222222)
1377,SN90305,E8 Lavangsdalen,19.26083,69.43383,POINT (19.26083 69.43383)
1378,SN6580,Rv2 Sorma,11.7625,60.7525,POINT (11.7625 60.7525)
1379,SN44190,Time,5.7262,58.7345,POINT (5.7262 58.7345)
1380,SN33890,Vågsli,7.3653533,59.7663671,POINT (7.3653533 59.7663671)
1381,SN64870,Tågdalen,9.0878,63.0493,POINT (9.0878 63.0493)
1382,SN264870,Degerhaga,14.9019,56.5376,POINT (14.9019 56.5376)
1383,SN212600,Gunnarn,17.6994444444444,65.0094444444444,POINT (17.6994444444444 65.0094444444444)
1384,SN41005,Fv439 Suvatnet,7.62017,58.086,POINT (7.62017 58.086)
1385,SN120,Fv2168 Flermoberget,12.69817,61.21767,POINT (12.69817 61.21767)
1386,SN98640,Finnesvatnet,30.368,70.2467,POINT (30.368 70.2467)
1387,SN22200,E16 Hallingby,10.1863,60.2733,POINT (10.1863 60.2733)
1388,SN98550,Vardø radio,31.0962,70.3707,POINT (31.0962 70.3707)
1389,SN222200,Gäddede,14.1666666666667,64.5,POINT (14.1666666666667 64.5)
1390,SN2642200,,24.1161111111111,56.9505555555556,POINT (24.1161111111111 56.9505555555556)
1391,SN24820,Rv7 Nesbyen,9.15483,60.5325,POINT (9.15483 60.5325)
1392,SN93140,Alta LH,23.3582,69.9775,POINT (23.3582 69.9775)
1393,SN10070,Fv30 Osmoen,11.17233,62.50033,POINT (11.17233 62.50033)
1394,SN94235,Rv94 Skjåholmen,23.73033,70.54583,POINT (23.73033 70.54583)
1395,SN20540,Gran,10.5592,60.3558,POINT (10.5592 60.3558)
1396,SN76964,Njord A,7.2015,64.271,POINT (7.2015 64.271)
1397,SN44486,E39 Søyland IoT,5.987574,58.683356,POINT (5.987574 58.683356)
1398,SN263300,Lund,13.2122222222222,55.7138888888889,POINT (13.2122222222222 55.7138888888889)
1399,SN290700,,23.4463888888889,64.3308333333333,POINT (23.4463888888889 64.3308333333333)
1400,SN2830,Fv115 Hemnes,11.41783,59.72667,POINT (11.41783 59.72667)
1401,SN1014700,,9.98805555555555,53.6330555555556,POINT (9.98805555555555 53.6330555555556)
1402,SN86600,Stokmarknes LH,15.0289351,68.5801001,POINT (15.0289351 68.5801001)
1403,SN15480,Skjåk (Øygarden),8.4672,61.8777,POINT (8.4672 61.8777)
1404,SN286600,,26.9630555555556,65.4138888888889,POINT (26.9630555555556 65.4138888888889)
1405,SN18405,Sandaker,10.7727,59.9398,POINT (10.7727 59.9398)
1406,SN44567,E39 Finnestad,5.6545,58.9908,POINT (5.6545 58.9908)
1407,SN46460,Røldal kraftverk,6.818,59.8222,POINT (6.818 59.8222)
1408,SN17005,Øyenkilen,10.8487,59.1735,POINT (10.8487 59.1735)
1409,SN211030,Borgafjäll,15.0918,64.8366,POINT (15.0918 64.8366)
1410,SN67140,Skjetlein,10.2973,63.3403,POINT (10.2973 63.3403)
1411,SN59110,Kråkenes,4.9865,62.034,POINT (4.9865 62.034)
1412,SN490391007,300 kV Mauranger – Samnanger-7,6.29518,60.12191,POINT (6.29518 60.12191)
1413,SN20280,Hverven,10.26617,60.14033,POINT (10.26617 60.14033)
1414,SN52390,E39 Ostereidet,5.4722,60.626,POINT (5.4722 60.626)
1415,SN1662700,,25.9469444444444,40.8572222222222,POINT (25.9469444444444 40.8572222222222)
1416,SN99600,Farkollen,28.9937,69.8043,POINT (28.9937 69.8043)
1417,SN218800,Rödkallen,22.3755555555556,65.3130555555556,POINT (22.3755555555556 65.3130555555556)
1418,SN17400,Fv120 Rødsund,10.79,59.4765,POINT (10.79 59.4765)
1419,SN44800,Sviland,5.9162266,58.8167539,POINT (5.9162266 58.8167539)
1420,SN12600,Vea,10.67905,60.95295,POINT (10.67905 60.95295)
1421,SN94190,Danielsvika,24.48363,70.67058,POINT (24.48363 70.67058)
1422,SN26650,Darbu,9.8507,59.6878,POINT (9.8507 59.6878)
1423,SN224515,Högland D,15.8792,64.5812,POINT (15.8792 64.5812)
1424,SN18970,Lysaker ,10.6348,59.9185,POINT (10.6348 59.9185)
1425,SN71850,Halten fyr,9.4052,64.1727,POINT (9.4052 64.1727)
1426,SN265220,Kristianstad,14.2896,56.0133,POINT (14.2896 56.0133)
1427,SN18701,Blindern PLU,10.7202,59.9423,POINT (10.7202 59.9423)
1428,SN53700,Aurland,7.201,60.9027,POINT (7.201 60.9027)
1429,SN72200,Fv17 Gryta,11.28133,64.33983,POINT (11.28133 64.33983)
1431,SN50506,E39 Fjøsangerveien,5.33833,60.353,POINT (5.33833 60.353)
1432,SN38735,Rv41 Hynnekleiv,8.40417,58.60417,POINT (8.40417 58.60417)
1433,SN226130,Granö D,19.3127,64.2517,POINT (19.3127 64.2517)
1434,SN204400,Kiruna,20.34,67.8227777777778,POINT (20.34 67.8227777777778)
1435,SN98595,E75 Domen,31.02379,70.33379,POINT (31.02379 70.33379)
1436,SN18450,Maridalsoset,10.7893646,59.9718712,POINT (10.7893646 59.9718712)
1438,SN17050,Tomb,10.8145,59.3188,POINT (10.8145 59.3188)
1439,SN57630,Rv5 Svarhumle,5.66583,61.56467,POINT (5.66583 61.56467)
1440,SN19670,Nesbru,10.4966,59.86635,POINT (10.4966 59.86635)
1441,SN249600,Svenska Högarna,19.5058333333333,59.4444444444444,POINT (19.5058333333333 59.4444444444444)
1442,SN226300,Fredrika,18.3655555555556,64.0755555555556,POINT (18.3655555555556 64.0755555555556)
1443,SN1293500,Siófok,18.040833,46.910833,POINT (18.040833 46.910833)
1444,SN71805,Fv715 Momyr,10.52483,64.09717,POINT (10.52483 64.09717)
1445,SN4920,Årnes,11.3933,60.1268,POINT (11.3933 60.1268)
1446,SN23420,Fagernes,9.224,60.9785,POINT (9.224 60.9785)
1447,SN75080,Fv17 Nordlandskorsen,12.1607,64.9702,POINT (12.1607 64.9702)
1449,SN77287,E6 Svenningåsen,13.378075,65.54786,POINT (13.378075 65.54786)
1450,SN15265,Juvflye BH1,8.3649052,61.6760753,POINT (8.3649052 61.6760753)
1452,SN287300,,24.5611111111111,65.0397222222222,POINT (24.5611111111111 65.0397222222222)
1453,SN94800,Repvåg,25.6161,70.7731,POINT (25.6161 70.7731)
1454,SN55970,Fv55 Kongsnes,6.20867,61.1645,POINT (6.20867 61.1645)
1455,SN1534600,,24.3627777777778,45.0888888888889,POINT (24.3627777777778 45.0888888888889)
1456,SN39040,Kjevik,8.0767,58.2,POINT (8.0767 58.2)
1458,SN2480,Fv21 Tangen,11.71783,59.84383,POINT (11.71783 59.84383)
1462,SN87120,Trolltinden,16.003,69.2413,POINT (16.003 69.2413)
1463,SN20953,Valemon,2.339,61.0407,POINT (2.339 61.0407)
1464,SN60,Linnes,12.499,61.5581,POINT (12.499 61.5581)
1465,SN47225,Hemnes,5.171293,59.203132,POINT (5.171293 59.203132)
1466,SN98580,Vardø LH,31.0502314,70.3512896,POINT (31.0502314 70.3512896)
1467,SN78250,Leirfjord,12.9098,66.0668,POINT (12.9098 66.0668)
1468,SN395700,,-6.33333333333333,52.25,POINT (-6.33333333333333 52.25)
1469,SN73800,Tunnsjø,13.6506,64.6837,POINT (13.6506 64.6837)
1470,SN12648,Rådhuset ,10.4675,61.1145,POINT (10.4675 61.1145)
1471,SN210100,Hemavan,15.0827777777778,65.8061111111111,POINT (15.0827777777778 65.8061111111111)
1472,SN81650,Saltdal − Nordnes,15.3155,66.9368,POINT (15.3155 66.9368)
1473,SN382700,,-4.12111111111111,50.355,POINT (-4.12111111111111 50.355)
1474,SN66120,Fv714 Våvatnet,9.5685,63.30933,POINT (9.5685 63.30933)
1475,SN75020,Otterøy,11.28055,64.5228,POINT (11.28055 64.5228)
1478,SN9050,Grimse ,9.9907,62.063,POINT (9.9907 62.063)
1479,SN67340,E6 Buvatnet,10.02133,62.86133,POINT (10.02133 62.86133)
1480,SN85840,Værøy,12.7228,67.6527,POINT (12.7228 67.6527)
1481,SN223100,Föllinge,14.6080555555556,63.6772222222222,POINT (14.6080555555556 63.6772222222222)
1483,SN37150,Storgama,8.6537,59.0523,POINT (8.6537 59.0523)
1485,SN4950,Fv175 Folmo,11.494,60.14683,POINT (11.494 60.14683)
1486,SN61060,Rekdal,6.7552,62.6512,POINT (6.7552 62.6512)
1487,SN47055,E39 Eikje,5.489,59.2955,POINT (5.489 59.2955)
1488,SN217690,Kusmark D,20.8323,64.8846,POINT (20.8323 64.8846)
1489,SN26500,Geithus ,9.9728,59.9202,POINT (9.9728 59.9202)
1490,SN37500,Foldsæ,8.1517,59.3242,POINT (8.1517 59.3242)
1491,SN246400,Bromma,17.8977777777778,59.3652777777778,POINT (17.8977777777778 59.3652777777778)
1492,SN249800,Svenska Högarna,19.5022222222222,59.4422222222222,POINT (19.5022222222222 59.4422222222222)
1493,SN6170,Rv2 Haslemosletta,11.9425,60.624,POINT (11.9425 60.624)
1494,SN65680,Edøya,8.6952,63.658,POINT (8.6952 63.658)
1495,SN50150,Hatlestrand,5.9032,60.045,POINT (5.9032 60.045)
1496,SN213590,Sorsele,17.5225,65.5354,POINT (17.5225 65.5354)
1497,SN3290,Rakkestad,11.3905,59.3882,POINT (11.3905 59.3882)
1498,SN22840,Reinli,9.4905,60.8346,POINT (9.4905 60.8346)
1499,SN60925,Åsestranda,6.309532,62.461916,POINT (6.309532 62.461916)
1500,SN27272,Tønsberg (Eik),10.4275,59.2937,POINT (10.4275 59.2937)
1501,SN26590,Drammen Sletta,10.2312,59.7445,POINT (10.2312 59.7445)
1502,SN20301,Hønefoss,10.2478,60.1665,POINT (10.2478 60.1665)
1503,SN53990,Fv50 Vestredalen,7.57483,60.74183,POINT (7.57483 60.74183)
1504,SN54645,E16 Filefjell Smeddalen,8.04133,61.16767,POINT (8.04133 61.16767)
1505,SN287500,,25.3727777777778,64.9263888888889,POINT (25.3727777777778 64.9263888888889)
1506,SN47270,Karmøy - Hydro,5.311947,59.311676,POINT (5.311947 59.311676)
1507,SN74670,E6 Namsskogan,13.3025,65.0627,POINT (13.3025 65.0627)
1508,SN1541000,,22.6261111111111,44.6263888888889,POINT (22.6261111111111 44.6263888888889)
1509,SN19655,E16 Bjørum,10.425091,59.939003,POINT (10.425091 59.939003)
1510,SN95350,Banak,24.9793,70.06,POINT (24.9793 70.06)
1511,SN12280,Rv3 Stabekken,11.28533,60.8165,POINT (11.28533 60.8165)
1512,SN18228,Rv4 Linderud,10.83463,59.94384,POINT (10.83463 59.94384)
1513,SN1230000,,15.2772222222222,52.7411111111111,POINT (15.2772222222222 52.7411111111111)
1514,SN41860,Kvineshei − Sørhelle,6.9821926,58.2431584,POINT (6.9821926 58.2431584)
1515,SN300500,,-1.185,60.1388888888889,POINT (-1.185 60.1388888888889)
1516,SN51460,E16 Eidesmoen,6.20483,60.63767,POINT (6.20483 60.63767)
1517,SN76931,Troll A,3.7193,60.6435,POINT (3.7193 60.6435)
1518,SN76967,Oseberg Sør ,2.797,60.3902,POINT (2.797 60.3902)
1519,SN20929,Johan Sverdrup,2.5457,58.8353,POINT (2.5457 58.8353)
1521,SN54600,Maristova,8.0368593,61.1098838,POINT (8.0368593 61.1098838)
1522,SN82000,Setså,15.4857,67.1658,POINT (15.4857 67.1658)
1523,SN55820,Fjærland,6.7642989,61.4234562,POINT (6.7642989 61.4234562)
1524,SN96400,Slettnes fyr,28.217,71.0888,POINT (28.217 71.0888)
1525,SN296400,,21.0266666666667,60.7222222222222,POINT (21.0266666666667 60.7222222222222)
1526,SN52940,E39 Kringla,5.49883,60.941,POINT (5.49883 60.941)
1527,SN619000,,14.7494444444444,55.0677777777778,POINT (14.7494444444444 55.0677777777778)
1528,SN14550,Preststulen,9.0084,61.9225,POINT (9.0084 61.9225)
1529,SN13150,Fåvang,10.1872,61.4582,POINT (10.1872 61.4582)
1530,SN76922,Statfjord A,1.8522,61.2553,POINT (1.8522 61.2553)
1531,SN76240,Kvaløyfjellet,11.9928,65.2193,POINT (11.9928 65.2193)
1532,SN63940,E6 Grønbakken,9.5877,62.2767,POINT (9.5877 62.2767)
1533,SN219700,Haparanda,24.1113888888889,65.8236111111111,POINT (24.1113888888889 65.8236111111111)
1534,SN228600,Umeå,20.2833333333333,63.8,POINT (20.2833333333333 63.8)
1535,SN19825,Tofte ,10.5813,59.5513,POINT (10.5813 59.5513)
1536,SN69960,Buran,11.5436,63.7199,POINT (11.5436 63.7199)
1537,SN260405,Halmstad,12.8167,56.6833,POINT (12.8167 56.6833)
1538,SN89985,Sjufjellet,19.5442,69.1025,POINT (19.5442 69.1025)
1539,SN50500,Flesland,5.2265,60.2892,POINT (5.2265 60.2892)
1540,SN69655,Frosta,10.6932,63.5652,POINT (10.6932 63.5652)
1541,SN97710,Iškoras ,25.346,69.3003,POINT (25.346 69.3003)
1542,SN27281,Barkåker,10.3957,59.3173,POINT (10.3957 59.3173)
1543,SN50850,Fv587 Haukeland,5.4515,60.357,POINT (5.4515 60.357)
1544,SN76330,Brønnøysund,12.21959,65.46072,POINT (12.21959 65.46072)
1545,SN8135,Rv3 Evenstad,11.083,61.41867,POINT (11.083 61.41867)
1546,SN2260200,,30.8166666666667,63.8333333333333,POINT (30.8166666666667 63.8333333333333)
1547,SN91528,GAMANJUNNI1100 ,20.57,69.4805,POINT (20.57 69.4805)
1548,SN84925,E10 Grovfjord vegkryss,17.2150822,68.5368463,POINT (17.2150822 68.5368463)
1549,SN606000,,9.11388888888889,56.2933333333333,POINT (9.11388888888889 56.2933333333333)
1550,SN1980,Fv21 Jåvall,11.61527,59.607317,POINT (11.61527 59.607317)
1551,SN12980,Bjørnerud ,10.4548,61.1478,POINT (10.4548 61.1478)
1552,SN60620,Grønning,7.5139775,62.3290022,POINT (7.5139775 62.3290022)
1553,SN69520,E14 Teveldalen,12.0385,63.34067,POINT (12.0385 63.34067)
1554,SN250590,Lysekil D,11.4321,58.2713,POINT (11.4321 58.2713)
1555,SN13760,Fv51 Valdresflye,8.81033,61.38917,POINT (8.81033 61.38917)
1556,SN714900,,2.38444444444444,48.7166666666667,POINT (2.38444444444444 48.7166666666667)
1557,SN3730,E18 Smålenenes bru,11.095,59.59233,POINT (11.095 59.59233)
1558,SN25630,Geilo,8.1951,60.5299,POINT (8.1951 60.5299)
1559,SN14200,Leirflaten,9.15424,61.72459,POINT (9.15424 61.72459)
1560,SN93170,Kaiskuru,23.3715,69.9553,POINT (23.3715 69.9553)
